date,ticker,name,market,close,eps_2026_like,eps_nexty,per_2026_like,per_headline_forward,eps_source,eps_fetched_at,data_source
2026-05-07,MU,Micron,US,646.6300048828125,58.10855,101.7821,11.127966622516178,6.353081778454291,yfinance,2026-05-07T21:10:53,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-08,MU,Micron,US,746.8099975585938,58.10855,101.7821,12.85198129291806,7.3373412177445125,yfinance,2026-05-08T21:04:38,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-11,MU,Micron,US,795.3300170898438,58.10855,101.7821,13.686970628071837,7.814046056132107,yfinance,2026-05-11T21:03:42,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-12,MU,Micron,US,766.5800170898438,58.10855,101.7821,13.192206948716562,7.531579885754408,yfinance,2026-05-12T21:04:06,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-13,MU,Micron,US,803.6300048828125,58.10855,101.7821,13.829806541082379,7.895592691473378,yfinance,2026-05-13T21:33:41,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-14,MU,Micron,US,776.010009765625,58.10855,101.7821,13.354489309501355,7.624228717678501,yfinance,2026-05-14T21:03:46,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-15,MU,Micron,US,724.6599731445312,58.10855,102.5821,12.470797725025513,7.064195148515494,yfinance,2026-05-15T21:04:04,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-18,MU,Micron,US,681.5399780273438,58.10855,102.5821,11.728738335879036,6.643848956370983,yfinance,2026-05-18T21:04:40,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-19,MU,Micron,US,698.739990234375,58.29113,102.73888,11.987072308160348,6.801125243280587,yfinance,2026-05-19T21:04:01,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-20,MU,Micron,US,731.989990234375,58.29113,102.73888,12.557484993589505,7.124761241648488,yfinance,2026-05-20T21:05:01,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-21,MU,Micron,US,762.0999755859375,58.29113,102.73888,13.074029883893784,7.417834179094979,yfinance,2026-05-21T21:06:45,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-22,MU,Micron,US,751.0,58.29113,102.73888,12.883606819768291,7.309793527046431,yfinance,2026-05-22T21:06:16,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-26,MU,Micron,US,895.8800048828125,58.29113,102.73888,15.369062237819245,8.719970520243287,yfinance,2026-05-26T21:06:13,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-27,MU,Micron,US,928.4099731445312,58.46154,103.97292,15.880696491138128,8.929344036356113,yfinance,2026-05-27T21:07:39,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-28,MU,Micron,US,923.52001953125,58.46154,103.97292,15.79705254995421,8.882313005456131,yfinance,2026-05-28T21:06:51,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-05-29,MU,Micron,US,971.0,58.72185,104.93135,16.535582581270855,9.253669184662163,yfinance,2026-05-29T21:07:22,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
2026-06-01,MU,Micron,US,1035.5,58.7281,105.28448,17.632104563232932,9.835257770186072,yfinance,2026-06-01T21:05:56,KR: prices_daily + consensus_daily FY2026; US: prices_daily + consensus_daily CURRENTY/NEXTY
